augmenter_name,model_name,mse,mae,pearson_r,n_predictions,n_eval_dates,n_tickers,n_features_total,n_features_augmented,n_trainable_params,n_random_params,circuit_depth,qubit_count,gate_count,n_corr_quantum_features
qunified_cyclic,ridge,0.00173,0.032201,0.317592,54,18,3,50,24,0,288,32,8,60,9
qunified_modular,ridge,0.001733,0.031933,0.312793,54,18,3,50,24,0,288,29,8,57,9
qunified_pca,ridge,0.001885,0.033095,0.209501,54,18,3,50,24,0,288,29,8,57,9
